iter	Passed	Remaining
512	1131	1074
513	1132	1070
514	1133	1067
515	1133	1063
516	1134	1060
517	1135	1056
518	1136	1053
519	1137	1049
520	1137	1046
521	1138	1042
522	1144	1043
523	1148	1043
524	1149	1039
525	1149	1036
526	1150	1032
527	1151	1029
528	1155	1028
529	1156	1025
530	1157	1022
531	1158	1018
532	1158	1015
533	1163	1015
534	1164	1011
535	1168	1011
536	1169	1008
537	1174	1008
538	1175	1005
539	1176	1002
540	1176	998
541	1181	998
542	1182	995
543	1188	996
544	1189	993
545	1190	989
546	1190	986
547	1191	982
548	1192	979
549	1192	975
550	1193	972
551	1195	969
552	1195	966
553	1196	963
554	1201	963
555	1207	964
556	1208	961
557	1208	957
558	1209	954
559	1215	954
560	1221	955
561	1222	952
562	1223	949
563	1224	946
564	1229	946
565	1229	943
566	1230	939
567	1231	936
568	1237	937
569	1238	934
570	1242	933
571	1243	930
572	1248	930
573	1248	926
574	1257	929
575	1261	928
576	1262	925
577	1263	922
578	1263	918
579	1268	918
580	1274	918
581	1274	915
582	1279	915
583	1280	912
584	1281	909
585	1282	906
586	1289	907
587	1290	904
588	1295	904
589	1296	900
590	1297	897
591	1298	894
592	1299	891
593	1304	891
594	1309	891
595	1309	887
596	1310	884
597	1314	883
598	1320	884
599	1321	880
600	1325	880
601	1330	879
602	1336	879
603	1343	880
604	1344	877
605	1344	874
606	1345	871
607	1350	870
608	1356	870
609	1357	868
610	1358	865
611	1360	862
612	1365	862
613	1366	859
614	1367	855
615	1367	852
616	1368	849
617	1369	846
618	1370	843
619	1370	840
620	1375	839
621	1380	838
622	1381	836
623	1386	835
624	1386	832
625	1391	831
626	1396	830
627	1398	828
628	1398	824
629	1399	821
630	1399	818
631	1400	815
632	1401	812
633	1402	809
634	1402	806
635	1403	803
636	1404	800
637	1410	800
638	1410	797
639	1411	794
640	1417	794
641	1418	790
642	1418	787
643	1423	786
644	1423	783
645	1427	782
646	1428	779
647	1429	776
648	1430	773
649	1431	770
650	1431	767
651	1432	764
652	1436	763
653	1437	760
654	1438	757
655	1438	754
656	1442	753
657	1448	753
658	1449	750
659	1450	747
660	1450	744
661	1451	741
662	1456	740
663	1460	738
664	1461	736
665	1465	735
666	1466	732
667	1467	729
668	1468	726
669	1473	725
670	1474	723
671	1475	720
672	1481	720
673	1486	719
674	1487	716
675	1488	713
676	1489	710
677	1490	707
678	1496	707
679	1500	706
680	1501	703
681	1505	701
682	1509	700
683	1510	697
684	1515	697
685	1517	694
686	1522	693
687	1529	693
688	1529	690
689	1530	687
690	1531	684
691	1532	682
692	1533	679
693	1534	676
694	1539	675
695	1546	675
696	1551	674
697	1552	671
698	1553	668
699	1554	666
700	1555	663
701	1561	662
702	1565	661
703	1566	658
704	1577	660
705	1578	657
706	1578	654
707	1579	651
708	1580	648
709	1581	645
710	1581	642
711	1583	640
712	1585	638
713	1586	635
714	1587	632
715	1594	632
716	1594	629
717	1599	628
718	1600	625
719	1601	622
720	1602	620
721	1604	617
722	1612	617
723	1612	614
724	1613	612
725	1615	609
726	1620	608
727	1621	605
728	1626	604
729	1627	601
730	1631	600
731	1632	597
732	1633	595
733	1642	595
734	1643	592
735	1647	591
736	1652	589
737	1661	589
738	1665	588
739	1670	586
740	1671	584
741	1671	581
742	1676	579
743	1677	577
744	1677	574
745	1678	571
746	1683	570
747	1683	567
748	1684	564
749	1690	563
750	1691	560
751	1695	559
752	1696	556
753	1697	553
754	1698	551
755	1698	548
756	1699	545
757	1700	542
758	1701	540
759	1702	537
760	1702	534
761	1703	532
762	1704	529
763	1704	526
764	1705	523
765	1709	522
766	1710	519
767	1711	516
768	1711	514
769	1712	511
770	1713	508
771	1713	506
772	1714	503
773	1715	500
774	1715	498
775	1716	495
776	1717	492
777	1722	491
778	1722	488
779	1723	486
780	1724	483
781	1724	480
782	1729	479
783	1729	476
784	1730	473
785	1731	471
786	1736	469
787	1736	467
788	1740	465
789	1741	462
790	1742	460
791	1742	457
792	1743	455
793	1743	452
794	1744	449
795	1748	448
796	1753	446
797	1754	444
798	1758	442
799	1759	439
800	1760	437
801	1761	434
802	1761	432
803	1762	429
804	1768	428
805	1768	425
806	1769	423
807	1773	421
808	1774	418
809	1775	416
810	1776	413
811	1780	412
812	1781	409
813	1782	407
814	1786	405
815	1787	402
816	1787	400
817	1788	397
818	1788	395
819	1793	393
820	1794	391
821	1798	389
822	1799	387
823	1800	384
824	1800	381
825	1801	379
826	1802	377
827	1806	375
828	1815	374
829	1816	371
830	1816	369
831	1817	366
832	1817	364
833	1818	361
834	1819	359
835	1824	357
836	1828	356
837	1828	353
838	1829	351
839	1834	349
840	1835	346
841	1839	345
842	1843	343
843	1844	340
844	1844	338
845	1850	336
846	1851	334
847	1851	331
848	1855	330
849	1856	327
850	1857	325
851	1857	322
852	1858	320
853	1858	317
854	1864	316
855	1869	314
856	1870	312
857	1870	309
858	1879	308
859	1879	306
860	1880	303
861	1881	301
862	1882	298
863	1883	296
864	1884	294
865	1885	291
866	1886	289
867	1887	286
868	1887	284
869	1888	282
870	1888	279
871	1889	277
872	1900	276
873	1905	274
874	1905	272
875	1906	269
876	1907	267
877	1908	265
878	1909	262
879	1914	261
880	1915	258
881	1916	256
882	1916	253
883	1917	251
884	1918	249
885	1918	246
886	1919	244
887	1920	242
888	1920	239
889	1921	237
890	1921	235
891	1922	232
892	1927	230
893	1931	229
894	1936	227
895	1937	224
896	1937	222
897	1938	220
898	1939	217
899	1939	215
900	1940	213
901	1946	211
902	1947	209
903	1947	206
904	1948	204
905	1948	202
906	1954	200
907	1955	198
908	1956	195
909	1957	193
910	1958	191
911	1958	189
912	1964	187
913	1965	184
914	1966	182
915	1967	180
916	1968	178
917	1975	176
918	1976	174
919	1976	171
920	1977	169
921	1978	167
922	1979	165
923	1980	162
924	1982	160
925	1982	158
926	1987	156
927	1988	154
928	1989	152
929	1990	149
930	1991	147
931	1999	145
932	2000	143
933	2000	141
934	2001	139
935	2002	136
936	2002	134
937	2003	132
938	2004	130
939	2005	127
940	2011	126
941	2012	123
942	2013	121
943	2014	119
944	2019	117
945	2020	115
946	2026	113
947	2027	111
948	2028	108
949	2033	107
950	2034	104
951	2035	102
952	2036	100
953	2037	98
954	2047	96
955	2048	94
956	2049	92
957	2050	89
958	2051	87
959	2059	85
960	2065	83
961	2066	81
962	2067	79
963	2068	77
964	2069	75
965	2070	72
966	2081	71
967	2085	68
968	2090	66
969	2091	64
970	2092	62
971	2093	60
972	2102	58
973	2106	56
974	2107	54
975	2107	51
976	2116	49
977	2116	47
978	2122	45
979	2126	43
980	2127	41
981	2128	39
982	2128	36
983	2133	34
984	2144	32
985	2150	30
986	2151	28
987	2152	26
988	2156	23
989	2157	21
990	2176	19
991	2177	17
992	2178	15
993	2179	13
994	2181	10
995	2181	8
996	2182	6
997	2188	4
998	2189	2
999	2191	0
