iter	Passed	Remaining
909	2823	279
910	2824	275
911	2827	272
912	2828	269
913	2833	266
914	2834	263
915	2838	260
916	2840	257
917	2842	253
918	2844	250
919	2846	247
920	2848	244
921	2849	241
922	2852	237
923	2853	234
924	2855	231
925	2857	228
926	2862	225
927	2864	222
928	2866	219
929	2870	216
930	2872	212
931	2874	209
932	2876	206
933	2877	203
934	2879	200
935	2881	197
936	2883	193
937	2885	190
938	2886	187
939	2892	184
940	2900	181
941	2902	178
942	2904	175
943	2905	172
944	2907	169
945	2909	166
946	2913	163
947	2915	159
948	2916	156
949	2918	153
950	2924	150
951	2928	147
952	2930	144
953	2934	141
954	2936	138
955	2937	135
956	2939	132
957	2940	128
958	2942	125
959	2944	122
960	2945	119
961	2954	116
962	2957	113
963	2958	110
964	2960	107
965	2962	104
966	2963	101
967	2965	98
968	2967	94
969	2968	91
970	2970	88
971	2972	85
972	2977	82
973	2978	79
974	2980	76
975	2985	73
976	2987	70
977	2988	67
978	2990	64
979	2999	61
980	3001	58
981	3004	55
982	3006	51
983	3011	48
984	3016	45
985	3019	42
986	3021	39
987	3023	36
988	3026	33
989	3031	30
990	3033	27
991	3038	24
992	3044	21
993	3050	18
994	3053	15
995	3060	12
996	3062	9
997	3065	6
998	3074	3
999	3077	0
