iter	RMSE
144	6.326490368
145	6.32119303
146	6.303195033
147	6.299105381
148	6.293538352
149	6.289532084
150	6.287915896
151	6.274308066
152	6.270818653
153	6.263478791
154	6.260588374
155	6.25361341
156	6.252529818
157	6.242978474
158	6.235742737
159	6.23195177
160	6.22489724
161	6.220438509
162	6.21358987
163	6.211474879
164	6.195632798
165	6.1783583
166	6.174846307
167	6.170093225
168	6.168347021
169	6.146332189
170	6.143663488
171	6.117888099
172	6.112302126
173	6.111943718
174	6.103556117
175	6.099898907
176	6.096411579
177	6.082926102
178	6.078677053
179	6.062914843
180	6.059541854
181	6.056962169
182	6.053262695
183	6.035684084
184	6.029501624
185	6.004352205
186	6.001570412
187	5.984819988
188	5.980442308
189	5.978288252
190	5.973310421
191	5.959957817
192	5.957517496
193	5.936063692
194	5.932171224
195	5.914372162
196	5.909439347
197	5.904586921
198	5.893541878
199	5.89210477
200	5.885614614
201	5.871280668
202	5.868546856
203	5.859305529
204	5.853310814
205	5.843338082
206	5.842689248
207	5.829261235
208	5.827431873
209	5.810153196
210	5.808134028
211	5.800071839
212	5.793757034
213	5.785828346
214	5.785222859
215	5.783818316
216	5.773404314
217	5.769055664
218	5.767452972
219	5.753314216
220	5.751877019
221	5.747865049
222	5.745810651
223	5.732718297
224	5.727721698
225	5.725648163
226	5.714233868
227	5.711407286
228	5.709599606
229	5.705408576
230	5.702012007
231	5.701276299
232	5.697207702
233	5.686373279
234	5.677202128
235	5.671607195
236	5.668047973
237	5.666387521
238	5.663439683
239	5.660929964
240	5.655599584
241	5.653684439
242	5.65135087
243	5.640970442
244	5.627027056
245	5.622174776
246	5.612442763
247	5.600874848
248	5.59579828
249	5.593992794
250	5.588552417
251	5.586534015
252	5.585218315
253	5.580012211
254	5.576554309
255	5.569849112
256	5.565980807
257	5.562354935
258	5.556829633
259	5.553876412
260	5.55010242
261	5.544430706
262	5.539073481
263	5.535951809
264	5.532522601
265	5.530705505
266	5.522289789
267	5.519086253
268	5.517942515
269	5.51577015
270	5.513257385
271	5.509656042
272	5.504372289
273	5.499167463
274	5.492241397
275	5.490510584
276	5.487242673
277	5.47668883
278	5.46893084
279	5.464808288
280	5.462377136
281	5.459838379
282	5.454593662
283	5.452516641
284	5.44762511
285	5.445675816
286	5.443375084
287	5.440166837
288	5.43644489
289	5.433630314
290	5.428354923
291	5.425884919
292	5.415975146
293	5.414832147
294	5.411558246
295	5.409645478
296	5.402433509
297	5.397279538
298	5.392630464
299	5.387451026
300	5.379753177
301	5.378904973
302	5.37550384
303	5.373135784
304	5.36685716
305	5.364161347
306	5.358535398
307	5.354111958
308	5.352657781
309	5.350544111
310	5.345283718
311	5.343643936
312	5.339036188
313	5.331461989
314	5.323687117
315	5.322480189
316	5.317225181
317	5.314966318
318	5.311825293
319	5.311492072
320	5.306271587
321	5.303943938
322	5.297122427
323	5.292709509
324	5.282892751
325	5.279416126
326	5.278125277
327	5.274997187
328	5.273027354
329	5.271502306
330	5.268713204
331	5.266276684
332	5.261853245
333	5.258859414
334	5.257503342
335	5.251087638
336	5.247224616
337	5.240101396
338	5.237123958
339	5.231856701
340	5.226083487
341	5.222119701
342	5.219421007
343	5.218512308
344	5.215728077
345	5.212884835
346	5.210257114
347	5.208397117
348	5.205202937
349	5.20021314
350	5.199423681
351	5.198702314
352	5.191910227
353	5.188902145
354	5.183547653
355	5.180923507
356	5.178233978
357	5.170202177
358	5.166353745
359	5.163225324
360	5.160525645
361	5.158797758
362	5.157945803
363	5.15627315
364	5.154225976
365	5.149557471
366	5.140162105
367	5.137562758
368	5.136251863
369	5.134438778
370	5.132045641
371	5.12891177
372	5.126635794
373	5.12263395
374	5.12030193
375	5.118140978
376	5.116746931
377	5.114390235
378	5.111653721
379	5.10780761
380	5.102665647
381	5.099598468
382	5.09624464
383	5.093043462
384	5.091806795
385	5.090819931
386	5.086692948
387	5.084335675
388	5.080071888
389	5.072047145
390	5.067394414
391	5.058219192
392	5.05654101
393	5.055157024
394	5.052253494
395	5.050105804
396	5.045093485
397	5.041695537
398	5.037550664
399	5.034029105
400	5.032076048
401	5.027482546
402	5.022765266
403	5.02058661
404	5.018891484
405	5.013983505
406	5.006813303
407	5.005837252
408	5.004964354
409	5.00443436
410	5.000813702
411	4.996220551
412	4.994735601
413	4.9910136
414	4.988493644
415	4.986742306
416	4.984768527
417	4.980848219
418	4.977082841
419	4.971887483
420	4.969670859
421	4.96468235
422	4.963664017
423	4.96309614
424	4.960906491
425	4.958717733
426	4.950461954
427	4.947750806
428	4.946205276
429	4.944337851
430	4.941445386
431	4.937554467
432	4.93596519
433	4.933064531
434	4.928348419
435	4.924924486
436	4.917893201
437	4.915933861
438	4.913067027
439	4.909117615
440	4.907580894
441	4.902663417
442	4.899999943
443	4.895588317
444	4.894785897
445	4.893863216
446	4.892971193
447	4.890886643
448	4.883826559
449	4.880171558
450	4.87658467
451	4.875634236
452	4.871116025
453	4.870574659
454	4.869306695
455	4.868298657
456	4.865903985
457	4.861158579
458	4.85726366
459	4.85548671
460	4.852940672
461	4.851737122
462	4.848573865
463	4.847002537
464	4.845152345
465	4.84217075
466	4.839714049
467	4.837951932
468	4.835456798
469	4.831596612
470	4.828206066
471	4.82369257
472	4.820918294
473	4.817980279
474	4.811495344
475	4.810262221
476	4.806386507
477	4.805554562
478	4.804154981
479	4.799338886
480	4.796109848
481	4.791019157
482	4.788415713
483	4.785204005
484	4.78402072
485	4.779327078
486	4.77833333
487	4.773449182
488	4.772100692
489	4.769824537
490	4.766840224
491	4.765221266
492	4.763946023
493	4.762821174
494	4.762073848
495	4.758344554
496	4.755535641
497	4.754484359
498	4.751449324
499	4.747846167
500	4.745095117
501	4.743287389
502	4.74029924
503	4.738568285
504	4.737819735
505	4.73670964
506	4.731211862
507	4.728351697
508	4.726047677
509	4.725653102
510	4.724653851
511	4.722689939
512	4.720625507
513	4.718933792
514	4.71737738
515	4.715193093
516	4.714853102
517	4.710244088
518	4.707767957
519	4.705520927
520	4.70501905
521	4.699272805
522	4.697063709
523	4.693442753
524	4.691228711
525	4.688038949
526	4.686641691
527	4.685587321
528	4.682662646
529	4.680959187
530	4.679036567
531	4.674274238
532	4.673029883
533	4.670175333
534	4.665019165
535	4.662480491
536	4.659888645
537	4.655773273
538	4.653217052
539	4.65034757
540	4.647699014
541	4.647103542
542	4.642616069
543	4.641159132
544	4.639535145
545	4.637873894
546	4.635504553
547	4.634204057
548	4.632157296
549	4.627919815
550	4.624365684
551	4.618072487
552	4.616505593
553	4.614586618
554	4.612920594
555	4.610295998
556	4.608489056
557	4.606538608
558	4.605242084
559	4.602784342
560	4.59839726
561	4.59704392
562	4.595337272
563	4.592113283
564	4.590925061
565	4.589759379
566	4.588365539
567	4.587303338
568	4.584973681
569	4.58327484
570	4.580790999
571	4.579775317
572	4.579205722
573	4.578583176
574	4.577080418
575	4.572310034
576	4.568979605
577	4.567095395
578	4.564901049
579	4.563965228
580	4.562849957
581	4.560883219
582	4.559727159
583	4.55765289
584	4.556479433
585	4.555802782
586	4.55494582
587	4.554487244
588	4.552485327
589	4.550626391
590	4.548815125
591	4.546207486
592	4.54222324
593	4.53994115
594	4.5383119
595	4.537079617
596	4.53597411
597	4.534667697
598	4.532770263
599	4.531392467
600	4.529707622
601	4.528440066
602	4.526817875
603	4.525356902
604	4.523635087
605	4.5210461
606	4.519043692
607	4.516673646
608	4.513227542
609	4.51274045
610	4.511216436
611	4.506191164
612	4.502316053
613	4.501293447
614	4.500771831
615	4.498167113
616	4.496088709
617	4.494542364
618	4.491944025
619	4.486736587
620	4.48526043
621	4.483222411
622	4.481709709
623	4.479427558
624	4.477767946
625	4.476376464
626	4.475739656
627	4.47533412
628	4.472501324
629	4.471616502
630	4.46980505
631	4.469636897
632	4.467321266
633	4.465303552
634	4.462064429
635	4.459662998
636	4.457538077
637	4.455160742
638	4.453247155
639	4.451157645
640	4.449580004
641	4.448215731
642	4.446473332
643	4.441836815
644	4.440722243
645	4.438950064
646	4.4380342
647	4.437149846
648	4.435087259
649	4.434144715
650	4.432548645
651	4.431344922
652	4.431072623
653	4.427975846
654	4.426733839
655	4.4233413
656	4.421698648
657	4.420545722
658	4.420100223
659	4.418877419
660	4.4173852
661	4.416436394
662	4.415266442
663	4.414237249
664	4.412184922
665	4.41053102
666	4.409701375
667	4.409093129
668	4.405996275
669	4.404645438
670	4.402831123
671	4.402341906
672	4.401611919
673	4.398359385
674	4.397038045
675	4.395365177
676	4.393306161
677	4.392158338
678	4.390518768
679	4.388325225
680	4.385857739
681	4.384756628
682	4.381754797
683	4.380207117
684	4.379728633
685	4.379359878
686	4.377524895
687	4.37507779
688	4.374494544
689	4.373356161
690	4.370327924
691	4.36858974
692	4.368176271
693	4.367482115
694	4.365246874
695	4.361694427
696	4.361393638
697	4.360482711
698	4.359537492
699	4.358197278
700	4.356714229
701	4.353822516
702	4.353108437
703	4.351200187
704	4.350541932
705	4.348897155
706	4.3476391
707	4.346629162
708	4.344934876
709	4.343736505
710	4.342676304
711	4.341160895
712	4.339975494
713	4.338607086
714	4.338352656
715	4.336111958
716	4.335646175
717	4.331967948
718	4.330462245
719	4.329863585
720	4.328479255
721	4.327576938
722	4.325964385
723	4.322016226
724	4.319880499
725	4.319114725
726	4.317512881
727	4.314583659
728	4.314436061
729	4.313353774
730	4.312155343
731	4.310555461
732	4.309167414
733	4.308291038
734	4.307241473
735	4.306243214
736	4.304820864
737	4.302441894
738	4.301292711
739	4.300040066
740	4.298546982
741	4.296724905
742	4.296074279
743	4.295368429
744	4.29200374
745	4.291007228
746	4.287204632
747	4.286488585
748	4.28524556
749	4.284923376
750	4.284719364
751	4.282935021
752	4.280074888
753	4.279578235
754	4.277679198
755	4.277158348
756	4.276285345
757	4.27580995
758	4.274829488
759	4.273697767
760	4.272445633
761	4.270179851
762	4.267790637
763	4.266970514
764	4.266373691
765	4.266049878
766	4.263174046
767	4.259600897
768	4.258701528
769	4.255221099
770	4.254317146
771	4.252748897
772	4.251150039
773	4.250490412
774	4.24888536
775	4.248063605
776	4.247025068
777	4.245758561
778	4.244970409
779	4.243252563
780	4.242132236
781	4.241217683
782	4.240034155
783	4.238961371
784	4.237414624
785	4.233407779
786	4.233017352
787	4.232425902
788	4.228009725
789	4.227540254
790	4.225697171
791	4.223863085
792	4.222387483
793	4.22170837
794	4.220509065
795	4.217846211
796	4.216538685
797	4.215516182
798	4.212735672
799	4.211106353
800	4.207854993
801	4.207441193
802	4.206146524
803	4.205282154
804	4.203697556
805	4.201935618
806	4.200399686
807	4.197770139
808	4.196406885
809	4.195227573
810	4.193987318
811	4.191815036
812	4.189238749
813	4.188658
814	4.186605349
815	4.186247567
816	4.185300826
817	4.183152468
818	4.18216035
819	4.179661819
820	4.178603518
821	4.17791002
822	4.177201028
823	4.176652766
824	4.175747942
825	4.174218926
826	4.173076261
827	4.170707502
828	4.169267558
829	4.168533658
830	4.167910885
831	4.1672608
832	4.166951207
833	4.165845634
834	4.163669392
835	4.162112789
836	4.161517176
837	4.159944599
838	4.157974907
839	4.157373119
840	4.156383055
841	4.155504987
842	4.154114154
843	4.150158114
844	4.148549248
845	4.146291258
846	4.145021554
847	4.144081483
848	4.143278445
849	4.142351647
850	4.14190046
851	4.139885044
852	4.137058652
853	4.13639724
854	4.135127357
855	4.13486233
856	4.134355413
857	4.13298537
858	4.132624024
859	4.131814547
860	4.130706105
861	4.129383176
862	4.128542033
863	4.125870346
864	4.125328792
865	4.124391072
866	4.123682683
867	4.123438028
868	4.121240959
869	4.119848577
870	4.119349327
871	4.117811165
872	4.114806313
873	4.114389194
874	4.112961382
875	4.111046115
876	4.109642609
877	4.107671204
878	4.106811356
879	4.105514288
880	4.104927021
881	4.103764953
882	4.101581356
883	4.101109288
884	4.098615205
885	4.095891566
886	4.095424122
887	4.094307155
888	4.092759036
889	4.090638964
890	4.089975675
891	4.088420918
892	4.087635912
893	4.087159475
894	4.086098361
895	4.084899445
896	4.083964157
897	4.08336188
898	4.082356949
899	4.081949189
900	4.080440895
901	4.078894429
902	4.078050763
903	4.07728514
904	4.074567413
905	4.07412145
906	4.07356456
907	4.072876309
908	4.07118781
909	4.070421582
910	4.069249552
911	4.068557539
912	4.06657423
913	4.065199027
914	4.06371116
915	4.06272595
916	4.062101452
917	4.061290849
918	4.060862097
919	4.06032508
920	4.059124774
921	4.058129268
922	4.057405014
923	4.057034825
924	4.056091113
925	4.055525878
926	4.054126536
927	4.053604663
928	4.052746365
929	4.04803061
930	4.047179886
931	4.046815829
932	4.046018344
933	4.045213476
934	4.04475286
935	4.043709657
936	4.042420482
937	4.041843596
938	4.040769376
939	4.03616592
940	4.035447653
941	4.034528877
942	4.033874623
943	4.033101078
944	4.031473084
945	4.030603892
946	4.028504849
947	4.026560269
948	4.025207104
949	4.024587557
950	4.023173465
951	4.020735924
952	4.020522441
953	4.018589121
954	4.017250787
955	4.016953753
956	4.01623956
957	4.015730479
958	4.014944079
959	4.014384525
960	4.013461889
961	4.011013643
962	4.008839547
963	4.00835287
964	4.007045214
965	4.00580588
966	4.005274903
967	4.003569474
968	4.003002408
969	4.002318795
970	4.00081294
971	4.000196437
972	3.999406852
973	3.998197725
974	3.996683362
975	3.995235574
976	3.994601349
977	3.994140569
978	3.992558236
979	3.991992301
980	3.991449421
981	3.990731098
982	3.989267624
983	3.988251629
984	3.986765566
985	3.986262673
986	3.986005561
987	3.985697478
988	3.984149007
989	3.980382614
990	3.979997403
991	3.978809671
992	3.976407909
993	3.975367193
994	3.975112112
995	3.973893995
996	3.973119413
997	3.972235347
998	3.971529953
999	3.971002776
